"yd_var","yd_var_name","var"
zxdamsumstaccpr,当前信用卡产品下总和逾期额,zxdamsumstaccpr
zxdammaxstccpr,当前贷记卡账户产品下最大逾期额,zxdammaxstccpr
zxdamminstccpr,当前贷记卡账户产品下最小逾期额,zxdamminstccpr
zxdamavgstccpr,当前贷记卡账户产品下平均逾期额,zxdamavgstccpr
zxdamsumstccpr,当前贷记卡账户产品下总和逾期额,zxdamsumstccpr
zxdammaxstqccpr,当前准贷记卡账户产品下最大逾期额,zxdammaxstqccpr
zxdamminstqccpr,当前准贷记卡账户产品下最小逾期额,zxdamminstqccpr
zxdamavgstqccpr,当前准贷记卡账户产品下平均逾期额,zxdamavgstqccpr
zxdamsumstqccpr,当前准贷记卡账户产品下总和逾期额,zxdamsumstqccpr
zxdelqgte2actcnt,当前逾期2期（含）以上的信贷产品个数,zxdelqgte2actcnt
zxdtemaxst1mlallpr,最近1个月（含）所有产品下最大逾期期数,zxdtemaxst1mlallpr
zxdtemaxst3mlallpr,最近3个月（含）所有产品下最大逾期期数,zxdtemaxst3mlallpr
zxdtemaxst6mlallpr,最近6个月（含）所有产品下最大逾期期数,zxdtemaxst6mlallpr
zxdtemaxst9mlallpr,最近9个月（含）所有产品下最大逾期期数,zxdtemaxst9mlallpr
zxdtemaxst12mlallpr,最近12个月（含）所有产品下最大逾期期数,zxdtemaxst12mlallpr
zxdtemaxst24mlallpr,最近24个月（含）所有产品下最大逾期期数,zxdtemaxst24mlallpr
zxdtemaxst36mlallpr,最近36个月（含）所有产品下最大逾期期数,zxdtemaxst36mlallpr
zxdtemaxst48mlallpr,最近48个月（含）所有产品下最大逾期期数,zxdtemaxst48mlallpr
zxdtemaxst60mlallpr,最近60个月（含）所有产品下最大逾期期数,zxdtemaxst60mlallpr
zxdteminst1mlallpr,最近1个月（含）所有产品下最小逾期期数,zxdteminst1mlallpr
zxdteminst3mlallpr,最近3个月（含）所有产品下最小逾期期数,zxdteminst3mlallpr
zxdteminst6mlallpr,最近6个月（含）所有产品下最小逾期期数,zxdteminst6mlallpr
zxdteminst9mlallpr,最近9个月（含）所有产品下最小逾期期数,zxdteminst9mlallpr
zxdteminst12mlallpr,最近12个月（含）所有产品下最小逾期期数,zxdteminst12mlallpr
zxdteminst24mlallpr,最近24个月（含）所有产品下最小逾期期数,zxdteminst24mlallpr
zxdteminst36mlallpr,最近36个月（含）所有产品下最小逾期期数,zxdteminst36mlallpr
zxdteminst48mlallpr,最近48个月（含）所有产品下最小逾期期数,zxdteminst48mlallpr
zxdteminst60mlallpr,最近60个月（含）所有产品下最小逾期期数,zxdteminst60mlallpr
zxdtemaxst1mlplpr,最近1个月（含）贷款产品下最大逾期期数,zxdtemaxst1mlplpr
zxdtemaxst3mlplpr,最近3个月（含）贷款产品下最大逾期期数,zxdtemaxst3mlplpr
zxdtemaxst6mlplpr,最近6个月（含）贷款产品下最大逾期期数,zxdtemaxst6mlplpr
zxdtemaxst9mlplpr,最近9个月（含）贷款产品下最大逾期期数,zxdtemaxst9mlplpr
zxdtemaxst12mlplpr,最近12个月（含）贷款产品下最大逾期期数,zxdtemaxst12mlplpr
zxdtemaxst24mlplpr,最近24个月（含）贷款产品下最大逾期期数,zxdtemaxst24mlplpr
zxdtemaxst36mlplpr,最近36个月（含）贷款产品下最大逾期期数,zxdtemaxst36mlplpr
zxdtemaxst48mlplpr,最近48个月（含）贷款产品下最大逾期期数,zxdtemaxst48mlplpr
zxdtemaxst60mlplpr,最近60个月（含）贷款产品下最大逾期期数,zxdtemaxst60mlplpr
zxdteminst1mlplpr,最近1个月（含）贷款产品下最小逾期期数,zxdteminst1mlplpr
zxdteminst3mlplpr,最近3个月（含）贷款产品下最小逾期期数,zxdteminst3mlplpr
zxdteminst6mlplpr,最近6个月（含）贷款产品下最小逾期期数,zxdteminst6mlplpr
zxdteminst9mlplpr,最近9个月（含）贷款产品下最小逾期期数,zxdteminst9mlplpr
zxdteminst12mlplpr,最近12个月（含）贷款产品下最小逾期期数,zxdteminst12mlplpr
zxdteminst24mlplpr,最近24个月（含）贷款产品下最小逾期期数,zxdteminst24mlplpr
zxdteminst36mlplpr,最近36个月（含）贷款产品下最小逾期期数,zxdteminst36mlplpr
zxdteminst48mlplpr,最近48个月（含）贷款产品下最小逾期期数,zxdteminst48mlplpr
zxdteminst60mlplpr,最近60个月（含）贷款产品下最小逾期期数,zxdteminst60mlplpr
zxdtemaxst1mlaccpr,最近1个月（含）信用卡产品下最大逾期期数,zxdtemaxst1mlaccpr
zxdtemaxst3mlaccpr,最近3个月（含）信用卡产品下最大逾期期数,zxdtemaxst3mlaccpr
zxdtemaxst6mlaccpr,最近6个月（含）信用卡产品下最大逾期期数,zxdtemaxst6mlaccpr
zxdtemaxst9mlaccpr,最近9个月（含）信用卡产品下最大逾期期数,zxdtemaxst9mlaccpr
zxdtemaxst12mlaccpr,最近12个月（含）信用卡产品下最大逾期期数,zxdtemaxst12mlaccpr
zxdtemaxst24mlaccpr,最近24个月（含）信用卡产品下最大逾期期数,zxdtemaxst24mlaccpr
zxdtemaxst36mlaccpr,最近36个月（含）信用卡产品下最大逾期期数,zxdtemaxst36mlaccpr
zxdtemaxst48mlaccpr,最近48个月（含）信用卡产品下最大逾期期数,zxdtemaxst48mlaccpr
zxdtemaxst60mlaccpr,最近60个月（含）信用卡产品下最大逾期期数,zxdtemaxst60mlaccpr
zxdteminst1mlaccpr,最近1个月（含）信用卡产品下最小逾期期数,zxdteminst1mlaccpr
zxdteminst3mlaccpr,最近3个月（含）信用卡产品下最小逾期期数,zxdteminst3mlaccpr
zxdteminst6mlaccpr,最近6个月（含）信用卡产品下最小逾期期数,zxdteminst6mlaccpr
zxdteminst9mlaccpr,最近9个月（含）信用卡产品下最小逾期期数,zxdteminst9mlaccpr
zxdteminst12mlaccpr,最近12个月（含）信用卡产品下最小逾期期数,zxdteminst12mlaccpr
zxdteminst24mlaccpr,最近24个月（含）信用卡产品下最小逾期期数,zxdteminst24mlaccpr
zxdteminst36mlaccpr,最近36个月（含）信用卡产品下最小逾期期数,zxdteminst36mlaccpr
zxdteminst48mlaccpr,最近48个月（含）信用卡产品下最小逾期期数,zxdteminst48mlaccpr
zxdteminst60mlaccpr,最近60个月（含）信用卡产品下最小逾期期数,zxdteminst60mlaccpr
zxdtemaxst1mlccpr,最近1个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst1mlccpr
zxdtemaxst3mlccpr,最近3个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst3mlccpr
zxdtemaxst6mlccpr,最近6个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst6mlccpr
zxdtemaxst9mlccpr,最近9个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst9mlccpr
zxdtemaxst12mlccpr,最近12个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst12mlccpr
zxdtemaxst24mlccpr,最近24个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst24mlccpr
zxdtemaxst36mlccpr,最近36个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst36mlccpr
zxdtemaxst48mlccpr,最近48个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst48mlccpr
zxdtemaxst60mlccpr,最近60个月（含）贷记卡账户产品下最大逾期期数,zxdtemaxst60mlccpr
zxdteminst1mlccpr,最近1个月（含）贷记卡账户产品下最小逾期期数,zxdteminst1mlccpr
zxdteminst3mlccpr,最近3个月（含）贷记卡账户产品下最小逾期期数,zxdteminst3mlccpr
zxdteminst6mlccpr,最近6个月（含）贷记卡账户产品下最小逾期期数,zxdteminst6mlccpr
zxdteminst9mlccpr,最近9个月（含）贷记卡账户产品下最小逾期期数,zxdteminst9mlccpr
zxdteminst12mlccpr,最近12个月（含）贷记卡账户产品下最小逾期期数,zxdteminst12mlccpr
zxdteminst24mlccpr,最近24个月（含）贷记卡账户产品下最小逾期期数,zxdteminst24mlccpr
zxdteminst36mlccpr,最近36个月（含）贷记卡账户产品下最小逾期期数,zxdteminst36mlccpr
zxdteminst48mlccpr,最近48个月（含）贷记卡账户产品下最小逾期期数,zxdteminst48mlccpr
zxdteminst60mlccpr,最近60个月（含）贷记卡账户产品下最小逾期期数,zxdteminst60mlccpr
zxdtemaxst1mlqccpr,最近1个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst1mlqccpr
zxdtemaxst3mlqccpr,最近3个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst3mlqccpr
zxdtemaxst6mlqccpr,最近6个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst6mlqccpr
zxdtemaxst9mlqccpr,最近9个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst9mlqccpr
zxdtemaxst12mlqccpr,最近12个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst12mlqccpr
zxdtemaxst24mlqccpr,最近24个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst24mlqccpr
zxdtemaxst36mlqccpr,最近36个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst36mlqccpr
zxdtemaxst48mlqccpr,最近48个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst48mlqccpr
zxdtemaxst60mlqccpr,最近60个月（含）准贷记卡账户产品下最大逾期期数,zxdtemaxst60mlqccpr
zxdteminst1mlqccpr,最近1个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst1mlqccpr
zxdteminst3mlqccpr,最近3个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst3mlqccpr
zxdteminst6mlqccpr,最近6个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst6mlqccpr
zxdteminst9mlqccpr,最近9个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst9mlqccpr
zxdteminst12mlqccpr,最近12个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst12mlqccpr
zxdteminst24mlqccpr,最近24个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst24mlqccpr
zxdteminst36mlqccpr,最近36个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst36mlqccpr
zxdteminst48mlqccpr,最近48个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst48mlqccpr
zxdteminst60mlqccpr,最近60个月（含）准贷记卡账户产品下最小逾期期数,zxdteminst60mlqccpr
zxdtimaxst1mlallpr,最近1个月（含）所有产品下最大逾期次数,zxdtimaxst1mlallpr
zxdtimaxst3mlallpr,最近3个月（含）所有产品下最大逾期次数,zxdtimaxst3mlallpr
zxdtimaxst6mlallpr,最近6个月（含）所有产品下最大逾期次数,zxdtimaxst6mlallpr
zxdtimaxst9mlallpr,最近9个月（含）所有产品下最大逾期次数,zxdtimaxst9mlallpr
zxdtimaxst12mlallpr,最近12个月（含）所有产品下最大逾期次数,zxdtimaxst12mlallpr
zxdtimaxst24mlallpr,最近24个月（含）所有产品下最大逾期次数,zxdtimaxst24mlallpr
zxdtimaxst36mlallpr,最近36个月（含）所有产品下最大逾期次数,zxdtimaxst36mlallpr
zxdtimaxst48mlallpr,最近48个月（含）所有产品下最大逾期次数,zxdtimaxst48mlallpr
zxdtimaxst60mlallpr,最近60个月（含）所有产品下最大逾期次数,zxdtimaxst60mlallpr
zxdtiminst1mlallpr,最近1个月（含）所有产品下最小逾期次数,zxdtiminst1mlallpr
zxdtiminst3mlallpr,最近3个月（含）所有产品下最小逾期次数,zxdtiminst3mlallpr
zxdtiminst6mlallpr,最近6个月（含）所有产品下最小逾期次数,zxdtiminst6mlallpr
zxdtiminst9mlallpr,最近9个月（含）所有产品下最小逾期次数,zxdtiminst9mlallpr
zxdtiminst12mlallpr,最近12个月（含）所有产品下最小逾期次数,zxdtiminst12mlallpr
zxdtiminst24mlallpr,最近24个月（含）所有产品下最小逾期次数,zxdtiminst24mlallpr
zxdtiminst36mlallpr,最近36个月（含）所有产品下最小逾期次数,zxdtiminst36mlallpr
zxdtiminst48mlallpr,最近48个月（含）所有产品下最小逾期次数,zxdtiminst48mlallpr
zxdtiminst60mlallpr,最近60个月（含）所有产品下最小逾期次数,zxdtiminst60mlallpr
zxdtisumst1mlallpr,最近1个月（含）所有产品下总和逾期次数,zxdtisumst1mlallpr
zxdtisumst3mlallpr,最近3个月（含）所有产品下总和逾期次数,zxdtisumst3mlallpr
zxdtisumst6mlallpr,最近6个月（含）所有产品下总和逾期次数,zxdtisumst6mlallpr
zxdtisumst9mlallpr,最近9个月（含）所有产品下总和逾期次数,zxdtisumst9mlallpr
zxdtisumst12mlallpr,最近12个月（含）所有产品下总和逾期次数,zxdtisumst12mlallpr
zxdtisumst24mlallpr,最近24个月（含）所有产品下总和逾期次数,zxdtisumst24mlallpr
zxdtisumst36mlallpr,最近36个月（含）所有产品下总和逾期次数,zxdtisumst36mlallpr
zxdtisumst48mlallpr,最近48个月（含）所有产品下总和逾期次数,zxdtisumst48mlallpr
zxdtisumst60mlallpr,最近60个月（含）所有产品下总和逾期次数,zxdtisumst60mlallpr
zxdtimaxst1mlplpr,最近1个月（含）贷款产品下最大逾期次数,zxdtimaxst1mlplpr
zxdtimaxst3mlplpr,最近3个月（含）贷款产品下最大逾期次数,zxdtimaxst3mlplpr
zxdtimaxst6mlplpr,最近6个月（含）贷款产品下最大逾期次数,zxdtimaxst6mlplpr
zxdtimaxst9mlplpr,最近9个月（含）贷款产品下最大逾期次数,zxdtimaxst9mlplpr
zxdtimaxst12mlplpr,最近12个月（含）贷款产品下最大逾期次数,zxdtimaxst12mlplpr
zxdtimaxst24mlplpr,最近24个月（含）贷款产品下最大逾期次数,zxdtimaxst24mlplpr
zxdtimaxst36mlplpr,最近36个月（含）贷款产品下最大逾期次数,zxdtimaxst36mlplpr
zxdtimaxst48mlplpr,最近48个月（含）贷款产品下最大逾期次数,zxdtimaxst48mlplpr
zxdtimaxst60mlplpr,最近60个月（含）贷款产品下最大逾期次数,zxdtimaxst60mlplpr
zxdtiminst1mlplpr,最近1个月（含）贷款产品下最小逾期次数,zxdtiminst1mlplpr
zxdtiminst3mlplpr,最近3个月（含）贷款产品下最小逾期次数,zxdtiminst3mlplpr
zxdtiminst6mlplpr,最近6个月（含）贷款产品下最小逾期次数,zxdtiminst6mlplpr
zxdtiminst9mlplpr,最近9个月（含）贷款产品下最小逾期次数,zxdtiminst9mlplpr
zxdtiminst12mlplpr,最近12个月（含）贷款产品下最小逾期次数,zxdtiminst12mlplpr
zxdtiminst24mlplpr,最近24个月（含）贷款产品下最小逾期次数,zxdtiminst24mlplpr
zxdtiminst36mlplpr,最近36个月（含）贷款产品下最小逾期次数,zxdtiminst36mlplpr
zxdtiminst48mlplpr,最近48个月（含）贷款产品下最小逾期次数,zxdtiminst48mlplpr
zxdtiminst60mlplpr,最近60个月（含）贷款产品下最小逾期次数,zxdtiminst60mlplpr
zxdtisumst1mlplpr,最近1个月（含）贷款产品下总和逾期次数,zxdtisumst1mlplpr
zxdtisumst3mlplpr,最近3个月（含）贷款产品下总和逾期次数,zxdtisumst3mlplpr
zxdtisumst6mlplpr,最近6个月（含）贷款产品下总和逾期次数,zxdtisumst6mlplpr
zxdtisumst9mlplpr,最近9个月（含）贷款产品下总和逾期次数,zxdtisumst9mlplpr
zxdtisumst12mlplpr,最近12个月（含）贷款产品下总和逾期次数,zxdtisumst12mlplpr
zxdtisumst24mlplpr,最近24个月（含）贷款产品下总和逾期次数,zxdtisumst24mlplpr
zxdtisumst36mlplpr,最近36个月（含）贷款产品下总和逾期次数,zxdtisumst36mlplpr
zxdtisumst48mlplpr,最近48个月（含）贷款产品下总和逾期次数,zxdtisumst48mlplpr
zxdtisumst60mlplpr,最近60个月（含）贷款产品下总和逾期次数,zxdtisumst60mlplpr
zxdtimaxst1mlaccpr,最近1个月（含）信用卡产品下最大逾期次数,zxdtimaxst1mlaccpr
zxdtimaxst3mlaccpr,最近3个月（含）信用卡产品下最大逾期次数,zxdtimaxst3mlaccpr
zxdtimaxst6mlaccpr,最近6个月（含）信用卡产品下最大逾期次数,zxdtimaxst6mlaccpr
zxdtimaxst9mlaccpr,最近9个月（含）信用卡产品下最大逾期次数,zxdtimaxst9mlaccpr
zxdtimaxst12mlaccpr,最近12个月（含）信用卡产品下最大逾期次数,zxdtimaxst12mlaccpr
zxdtimaxst24mlaccpr,最近24个月（含）信用卡产品下最大逾期次数,zxdtimaxst24mlaccpr
zxdtimaxst36mlaccpr,最近36个月（含）信用卡产品下最大逾期次数,zxdtimaxst36mlaccpr
zxdtimaxst48mlaccpr,最近48个月（含）信用卡产品下最大逾期次数,zxdtimaxst48mlaccpr
zxdtimaxst60mlaccpr,最近60个月（含）信用卡产品下最大逾期次数,zxdtimaxst60mlaccpr
zxdtiminst1mlaccpr,最近1个月（含）信用卡产品下最小逾期次数,zxdtiminst1mlaccpr
zxdtiminst3mlaccpr,最近3个月（含）信用卡产品下最小逾期次数,zxdtiminst3mlaccpr
zxdtiminst6mlaccpr,最近6个月（含）信用卡产品下最小逾期次数,zxdtiminst6mlaccpr
zxdtiminst9mlaccpr,最近9个月（含）信用卡产品下最小逾期次数,zxdtiminst9mlaccpr
zxdtiminst12mlaccpr,最近12个月（含）信用卡产品下最小逾期次数,zxdtiminst12mlaccpr
zxdtiminst24mlaccpr,最近24个月（含）信用卡产品下最小逾期次数,zxdtiminst24mlaccpr
zxdtiminst36mlaccpr,最近36个月（含）信用卡产品下最小逾期次数,zxdtiminst36mlaccpr
zxdtiminst48mlaccpr,最近48个月（含）信用卡产品下最小逾期次数,zxdtiminst48mlaccpr
zxdtiminst60mlaccpr,最近60个月（含）信用卡产品下最小逾期次数,zxdtiminst60mlaccpr
zxdtisumst1mlaccpr,最近1个月（含）信用卡产品下总和逾期次数,zxdtisumst1mlaccpr
zxdtisumst3mlaccpr,最近3个月（含）信用卡产品下总和逾期次数,zxdtisumst3mlaccpr
zxdtisumst6mlaccpr,最近6个月（含）信用卡产品下总和逾期次数,zxdtisumst6mlaccpr
zxdtisumst9mlaccpr,最近9个月（含）信用卡产品下总和逾期次数,zxdtisumst9mlaccpr
zxdtisumst12mlaccpr,最近12个月（含）信用卡产品下总和逾期次数,zxdtisumst12mlaccpr
zxdtisumst24mlaccpr,最近24个月（含）信用卡产品下总和逾期次数,zxdtisumst24mlaccpr
zxdtisumst36mlaccpr,最近36个月（含）信用卡产品下总和逾期次数,zxdtisumst36mlaccpr
zxdtisumst48mlaccpr,最近48个月（含）信用卡产品下总和逾期次数,zxdtisumst48mlaccpr
zxdtisumst60mlaccpr,最近60个月（含）信用卡产品下总和逾期次数,zxdtisumst60mlaccpr
zxdtimaxst1mlccpr,最近1个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst1mlccpr
zxdtimaxst3mlccpr,最近3个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst3mlccpr
zxdtimaxst6mlccpr,最近6个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst6mlccpr
zxdtimaxst9mlccpr,最近9个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst9mlccpr
zxdtimaxst12mlccpr,最近12个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst12mlccpr
zxdtimaxst24mlccpr,最近24个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst24mlccpr
zxdtimaxst36mlccpr,最近36个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst36mlccpr
zxdtimaxst48mlccpr,最近48个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst48mlccpr
zxdtimaxst60mlccpr,最近60个月（含）贷记卡账户产品下最大逾期次数,zxdtimaxst60mlccpr
zxdtiminst1mlccpr,最近1个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst1mlccpr
zxdtiminst3mlccpr,最近3个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst3mlccpr
zxdtiminst6mlccpr,最近6个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst6mlccpr
zxdtiminst9mlccpr,最近9个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst9mlccpr
zxdtiminst12mlccpr,最近12个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst12mlccpr
zxdtiminst24mlccpr,最近24个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst24mlccpr
zxdtiminst36mlccpr,最近36个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst36mlccpr
zxdtiminst48mlccpr,最近48个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst48mlccpr
zxdtiminst60mlccpr,最近60个月（含）贷记卡账户产品下最小逾期次数,zxdtiminst60mlccpr
zxdtisumst1mlccpr,最近1个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst1mlccpr
zxdtisumst3mlccpr,最近3个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst3mlccpr
zxdtisumst6mlccpr,最近6个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst6mlccpr
zxdtisumst9mlccpr,最近9个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst9mlccpr
zxdtisumst12mlccpr,最近12个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst12mlccpr
zxdtisumst24mlccpr,最近24个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst24mlccpr
zxdtisumst36mlccpr,最近36个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst36mlccpr
zxdtisumst48mlccpr,最近48个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst48mlccpr
zxdtisumst60mlccpr,最近60个月（含）贷记卡账户产品下总和逾期次数,zxdtisumst60mlccpr
zxdtimaxst1mlqccpr,最近1个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst1mlqccpr
zxdtimaxst3mlqccpr,最近3个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst3mlqccpr
zxdtimaxst6mlqccpr,最近6个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst6mlqccpr
zxdtimaxst9mlqccpr,最近9个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst9mlqccpr
zxdtimaxst12mlqccpr,最近12个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst12mlqccpr
zxdtimaxst24mlqccpr,最近24个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst24mlqccpr
zxdtimaxst36mlqccpr,最近36个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst36mlqccpr
zxdtimaxst48mlqccpr,最近48个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst48mlqccpr
zxdtimaxst60mlqccpr,最近60个月（含）准贷记卡账户产品下最大逾期次数,zxdtimaxst60mlqccpr
zxdtiminst1mlqccpr,最近1个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst1mlqccpr
zxdtiminst3mlqccpr,最近3个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst3mlqccpr
zxdtiminst6mlqccpr,最近6个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst6mlqccpr
zxdtiminst9mlqccpr,最近9个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst9mlqccpr
zxdtiminst12mlqccpr,最近12个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst12mlqccpr
zxdtiminst24mlqccpr,最近24个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst24mlqccpr
zxdtiminst36mlqccpr,最近36个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst36mlqccpr
zxdtiminst48mlqccpr,最近48个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst48mlqccpr
zxdtiminst60mlqccpr,最近60个月（含）准贷记卡账户产品下最小逾期次数,zxdtiminst60mlqccpr
zxdtisumst1mlqccpr,最近1个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst1mlqccpr
zxdtisumst3mlqccpr,最近3个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst3mlqccpr
zxdtisumst6mlqccpr,最近6个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst6mlqccpr
zxdtisumst9mlqccpr,最近9个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst9mlqccpr
zxdtisumst12mlqccpr,最近12个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst12mlqccpr
zxdtisumst24mlqccpr,最近24个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst24mlqccpr
zxdtisumst36mlqccpr,最近36个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst36mlqccpr
zxdtisumst48mlqccpr,最近48个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst48mlqccpr
zxdtisumst60mlqccpr,最近60个月（含）准贷记卡账户产品下总和逾期次数,zxdtisumst60mlqccpr
zxysall12mmaxdelq1cnt,（贷款+贷记卡+准贷记卡）近12个月出现M1次数,zxysall12mmaxdelq1cnt
zxrcy3maccounttotaldelq1cnt,贷款近3个月出现M1次数,zxrcy3maccounttotaldelq1cnt
zxrcy6maccounttotaldelq1cnt,贷款近六个月出现M1次数,zxrcy6maccounttotaldelq1cnt
zxloanrcy12m1cnt,贷款账户近12个月出现M1次数,zxloanrcy12m1cnt
zxrcy24maccounttotaldelq1cnt,贷款近24个月出现M1次数,zxrcy24maccounttotaldelq1cnt
zxrcy3mccaccttotaldelq1cnt,贷记卡近3个月出现M1次数,zxrcy3mccaccttotaldelq1cnt
zxrcy6mccaccttotaldelq1cnt,贷记卡近六个月出现M1次数,zxrcy6mccaccttotaldelq1cnt
zxccrcy12m1cnt,贷记卡账户近12个月出现M1次数,zxccrcy12m1cnt
zxrcy24mccaccttotaldelq1cnt,贷记卡近24个月出现M1次数,zxrcy24mccaccttotaldelq1cnt
zxsccrcy12m1cnt,准贷记卡账户近12个月出现M1次数,zxsccrcy12m1cnt
zxdac1gti3mlallpr,最近3个月（含）所有产品下逾期次数>=1的账户数,zxdac1gti3mlallpr
zxdac2gti3mlallpr,最近3个月（含）所有产品下逾期次数>=2的账户数,zxdac2gti3mlallpr
zxdac3gti3mlallpr,最近3个月（含）所有产品下逾期次数>=3的账户数,zxdac3gti3mlallpr
zxdac1gti6mlallpr,最近6个月（含）所有产品下逾期次数>=1的账户数,zxdac1gti6mlallpr
zxdac2gti6mlallpr,最近6个月（含）所有产品下逾期次数>=2的账户数,zxdac2gti6mlallpr
zxdac3gti6mlallpr,最近6个月（含）所有产品下逾期次数>=3的账户数,zxdac3gti6mlallpr
zxdac1gti9mlallpr,最近9个月（含）所有产品下逾期次数>=1的账户数,zxdac1gti9mlallpr
zxdac2gti9mlallpr,最近9个月（含）所有产品下逾期次数>=2的账户数,zxdac2gti9mlallpr
zxdac3gti9mlallpr,最近9个月（含）所有产品下逾期次数>=3的账户数,zxdac3gti9mlallpr
zxdac1gti12mlallpr,最近12个月（含）所有产品下逾期次数>=1的账户数,zxdac1gti12mlallpr
zxdac2gti12mlallpr,最近12个月（含）所有产品下逾期次数>=2的账户数,zxdac2gti12mlallpr
zxdac3gti12mlallpr,最近12个月（含）所有产品下逾期次数>=3的账户数,zxdac3gti12mlallpr
zxdac1gti24mlallpr,最近24个月（含）所有产品下逾期次数>=1的账户数,zxdac1gti24mlallpr
zxdac2gti24mlallpr,最近24个月（含）所有产品下逾期次数>=2的账户数,zxdac2gti24mlallpr
zxdac3gti24mlallpr,最近24个月（含）所有产品下逾期次数>=3的账户数,zxdac3gti24mlallpr
zxdac1gti36mlallpr,最近36个月（含）所有产品下逾期次数>=1的账户数,zxdac1gti36mlallpr
zxdac2gti36mlallpr,最近36个月（含）所有产品下逾期次数>=2的账户数,zxdac2gti36mlallpr
zxdac3gti36mlallpr,最近36个月（含）所有产品下逾期次数>=3的账户数,zxdac3gti36mlallpr
zxdac1gti48mlallpr,最近48个月（含）所有产品下逾期次数>=1的账户数,zxdac1gti48mlallpr
zxdac2gti48mlallpr,最近48个月（含）所有产品下逾期次数>=2的账户数,zxdac2gti48mlallpr
